username,id,score,time,title,url,text,platform,vectorId,combined,n_tokens
mpweiher,32384016,212,1659955022,Vector graphics on GPU,https://gasiulis.name/vector-graphics-on-gpu/,"Despite vector graphics being used in every computer with a screen connected to it, rendering of vector shapes and text is still mostly a task for the CPU. This is wrong and needs to be changed. Here I describe a general approach to rasterization and how we can ask for help from GPU when rendering vector paths. First, let's overview a general principle of rasterization of vector shapes. Here is an image with a clockwise circle in it and I'll demonstrate a very rudimentary algorithm for drawing one row of pixels of that image. For simplicity reasons, anti-aliasing will not be included at this time. For each pixel in this row we only need to know if its center is inside of this shape or outside. Outside pixels are left untouched while inside pixels are filled with color of that shape. We sta",Hacker News,32814922,"Title: Vector graphics on GPU; Content: Despite vector graphics being used in every computer with a screen connected to it, rendering of vector shapes and text is still mostly a task for the CPU. This is wrong and needs to be changed. Here I describe a general approach to rasterization and how we can ask for help from GPU when rendering vector paths. First, let's overview a general principle of rasterization of vector shapes. Here is an image with a clockwise circle in it and I'll demonstrate a very rudimentary algorithm for drawing one row of pixels of that image. For simplicity reasons, anti-aliasing will not be included at this time. For each pixel in this row we only need to know if its center is inside of this shape or outside. Outside pixels are left untouched while inside pixels are filled with color of that shape. We sta",174
thunderbong,32395589,431,1660034943,The Story of Mel (1983),https://www.cs.utah.edu/~elb/folklore/mel.html,"This was posted to USENET by its author, Ed Nather (utastro!nather),
on May 21, 1983.
      A recent article devoted to the *macho* side of programming    
 made the bald and unvarnished statement:
 This is one of hackerdom's great heroic epics, free verse or no.  In
a few spare images it captures more about the esthetics and psychology
of hacking than all the scholarly volumes on the subject put together. 
 [1992 postscript --- the author writes: ""The original submission to
the net was not in free verse, nor any approximation to it --- it was
straight prose style, in non-justified paragraphs.  In bouncing around
the net it apparently got modified into the `free verse' form now
popular.  In other words, it got hacked on the net.  That seems
appropriate, somehow.""]
",Hacker News,64887478,"Title: The Story of Mel (1983); Content: This was posted to USENET by its author, Ed Nather (utastro!nather),
on May 21, 1983.
      A recent article devoted to the *macho* side of programming    
 made the bald and unvarnished statement:
 This is one of hackerdom's great heroic epics, free verse or no.  In
a few spare images it captures more about the esthetics and psychology
of hacking than all the scholarly volumes on the subject put together. 
 [1992 postscript --- the author writes: ""The original submission to
the net was not in free verse, nor any approximation to it --- it was
straight prose style, in non-justified paragraphs.  In bouncing around
the net it apparently got modified into the `free verse' form now
popular.  In other words, it got hacked on the net.  That seems
appropriate, somehow.""]
",211
larve,32410355,223,1660131871,“Autistic people can’t acknowledge when they’re wrong”,https://the.scapegoat.dev/autistic-people-cant-acknowledge-when-they-are-wrong/,"🏡   📝  
 
 I have heard this sentence many times in my life, always in the workplace. This puzzles me as I pride myself on seeking out things I am wrong about and learning things I don't know. I have read similar experiences by other autistic people, which has helped me restore my self-confidence and given me a framework to analyze these situations. I want to share my experiences and insight to help allistic people become more aware of autistic communication patterns. When these conflicts arise, here are some things that might be happening. I know my thinking can be alien at times, which requires me to establish a context for them to use to understand what I'm saying. This can take a few minutes. However, people can become impatient and cut me off or interject with a snap interpretation of",Hacker News,17965619,"Title: “Autistic people can’t acknowledge when they’re wrong”; Content: 🏡   📝  
 
 I have heard this sentence many times in my life, always in the workplace. This puzzles me as I pride myself on seeking out things I am wrong about and learning things I don't know. I have read similar experiences by other autistic people, which has helped me restore my self-confidence and given me a framework to analyze these situations. I want to share my experiences and insight to help allistic people become more aware of autistic communication patterns. When these conflicts arise, here are some things that might be happening. I know my thinking can be alien at times, which requires me to establish a context for them to use to understand what I'm saying. This can take a few minutes. However, people can become impatient and cut me off or interject with a snap interpretation of",192
Tomte,32410283,178,1660131375,Stringbike: Benefits (2020),https://www.stringbike.com/stringbike_benefits.html,"
					Your stringbike is always clean and oil free: whether riding or transporting or during storage or maintenance.
				 
					Say goodbye to the greasy chain, the dangerously sharp sprockets or delicate derailleurs. No more greasy palms, greasy wrists, cuts, scrapes or soiled clothes.
				 
					Strings are transferring the leg power to the rear wheel on a silky, smooth way, while filtering all vibrancy.
					The pedaling experience is improved by the symmetrically balanced drive system.
				 
					 
					The graceful movement of Stringdrive turns the heads everywhere, every time.
				 
					Totally silent biking.
				 
					Unique experience: no chain drive noise, no free wheel rolling noise, the only noise is the sound of the tires.
				 
					Enjoy the silent whoosh.
				 The Stringdr",Hacker News,84047227,"Title: Stringbike: Benefits (2020); Content: 
					Your stringbike is always clean and oil free: whether riding or transporting or during storage or maintenance.
				 
					Say goodbye to the greasy chain, the dangerously sharp sprockets or delicate derailleurs. No more greasy palms, greasy wrists, cuts, scrapes or soiled clothes.
				 
					Strings are transferring the leg power to the rear wheel on a silky, smooth way, while filtering all vibrancy.
					The pedaling experience is improved by the symmetrically balanced drive system.
				 
					 
					The graceful movement of Stringdrive turns the heads everywhere, every time.
				 
					Totally silent biking.
				 
					Unique experience: no chain drive noise, no free wheel rolling noise, the only noise is the sound of the tires.
				 
					Enjoy the silent whoosh.
				 The Stringdr",260
amelius,32419708,26,1660173702,Where does energy go during destructive interference?,https://van.physics.illinois.edu/qa/listing.php?id=21973,"Hi Vishwajeet, 
 
You are absolutely correct that whenever you have destructive interference, there must be some constructive interference somewhere else. This much is obvious from the law of conservation of energy: anytime energy disappears from one place, we know it can be found in some form somewhere else. 
 
However, exactly  this happens is often not at all obvious in a specific case, for which you can prove this fact only by careful calculations. In a few cases, the calculations involved aren't terribly difficult, and just require some algebra. One of these cases is the two-slit experiment, if you look far away from the slits. (Close to the slits, the math is a bit trickier, and you get a pretty but complicated pattern like .) 
 
As you know, destructive and constructive interfere",Hacker News,94433052,"Title: Where does energy go during destructive interference?; Content: Hi Vishwajeet, 
 
You are absolutely correct that whenever you have destructive interference, there must be some constructive interference somewhere else. This much is obvious from the law of conservation of energy: anytime energy disappears from one place, we know it can be found in some form somewhere else. 
 
However, exactly  this happens is often not at all obvious in a specific case, for which you can prove this fact only by careful calculations. In a few cases, the calculations involved aren't terribly difficult, and just require some algebra. One of these cases is the two-slit experiment, if you look far away from the slits. (Close to the slits, the math is a bit trickier, and you get a pretty but complicated pattern like .) 
 
As you know, destructive and constructive interfere",189
LukeEF,32412803,234,1660142525,The semantic web is dead – Long live the semantic web,https://github.com/GavinMendelGleason/blog/blob/main/entries/semantic_future.md," is
rarely mentioned these days, so seldom that the declaration of its
death could be met by most of a younger generation of programmers with
a question: ""The Semantic Who?"" This change in status is significant, but in some ways the Semantic
Web was on life-support since inception, and it continued to survive
only with the medical intervention of academic departments who had no
need to produce useable software or solve serious industry needs. That's not to say that Semantic Web technologies   served any
industry needs. They certainly did so, but their penetration was
limited. And this limited penetration was not only the result of
ignorance on the part of data architects or software engineers. It was
also the fault of deep problems with the ideas in the
Semantic Web itself. The Semantic We",Hacker News,20713613,"Title: The semantic web is dead – Long live the semantic web; Content:  is
rarely mentioned these days, so seldom that the declaration of its
death could be met by most of a younger generation of programmers with
a question: ""The Semantic Who?"" This change in status is significant, but in some ways the Semantic
Web was on life-support since inception, and it continued to survive
only with the medical intervention of academic departments who had no
need to produce useable software or solve serious industry needs. That's not to say that Semantic Web technologies   served any
industry needs. They certainly did so, but their penetration was
limited. And this limited penetration was not only the result of
ignorance on the part of data architects or software engineers. It was
also the fault of deep problems with the ideas in the
Semantic Web itself. The Semantic We",189
quaffapint,32412170,641,1660140363,"'Too many employees, but few work': Pichai, Zuckerberg sound the alarm",https://www.business-standard.com/article/international/too-many-employees-but-few-work-pichai-zuckerberg-sound-the-alarm-122080801425_1.html,"
  |  
 
 https://mybs.in/2axmrhj 
	With global recession fears looming, some of the biggest names in the technology world have some ominous words to spare: Big Tech has hired more people, but only some of them are doing the work. 
	Meta (earlier Facebook) Founder Mark  Zuckerberg fired the first salvo. It was the weekly Q&A on June 30, and  he had said that the economy was headed for the “worst downturns that we’ve seen in recent history”.
 
	Then he continued. 
 
	“Realistically, there are probably a bunch of people at the company who shouldn’t be here,” Zuckerberg said on the call, according to a Reuters report. “And part of my hope by raising expectations and having more aggressive goals, and just kind of turning up the heat a little bit, is that I think some of you might just say",Hacker News,32522250,"Title: 'Too many employees, but few work': Pichai, Zuckerberg sound the alarm; Content: 
  |  
 
 https://mybs.in/2axmrhj 
	With global recession fears looming, some of the biggest names in the technology world have some ominous words to spare: Big Tech has hired more people, but only some of them are doing the work. 
	Meta (earlier Facebook) Founder Mark  Zuckerberg fired the first salvo. It was the weekly Q&A on June 30, and  he had said that the economy was headed for the “worst downturns that we’ve seen in recent history”.
 
	Then he continued. 
 
	“Realistically, there are probably a bunch of people at the company who shouldn’t be here,” Zuckerberg said on the call, according to a Reuters report. “And part of my hope by raising expectations and having more aggressive goals, and just kind of turning up the heat a little bit, is that I think some of you might just say",238
pepys,32409386,47,1660121914,Why Nagasaki? (2013),http://blog.nuclearsecrecy.com/2013/08/09/why-nagasaki/,An appropriate representation of the requested resource could not be found on this server. This error was generated by Mod_Security.,Hacker News,54143852,Title: Why Nagasaki? (2013); Content: An appropriate representation of the requested resource could not be found on this server. This error was generated by Mod_Security.,35
__Joker,32423100,12,1660207448,California Exported Its Worst Problem to Texas,https://www.theatlantic.com/ideas/archive/2022/08/housing-crisis-affordability-covid-everywhere-problem/671077/,"The pandemic was supposed to ease high housing prices in coastal superstar cities. Instead, it spread them nationwide.   On an otherwise sleepy Saturday morning, cars were parked bumper to bumper along a suburban street. Couples formed a line around the block, nervously sipping coffee and double-checking paperwork. They were there to see a charming but decidedly modest house—early-’90s suburban, vinyl shutters, holly bushes—that had just come on the market. Twenty-four hours later, the home had sold for 20 percent above the asking price and $100,000 more than it had sold for in 2006 at the height of a so-called housing bubble. That’s a story we’re used to hearing about the frenzied housing markets of coastal suburbs such as Orange County and Long Island. But this house wasn’t far from wher",Hacker News,81033563,"Title: California Exported Its Worst Problem to Texas; Content: The pandemic was supposed to ease high housing prices in coastal superstar cities. Instead, it spread them nationwide.   On an otherwise sleepy Saturday morning, cars were parked bumper to bumper along a suburban street. Couples formed a line around the block, nervously sipping coffee and double-checking paperwork. They were there to see a charming but decidedly modest house—early-’90s suburban, vinyl shutters, holly bushes—that had just come on the market. Twenty-four hours later, the home had sold for 20 percent above the asking price and $100,000 more than it had sold for in 2006 at the height of a so-called housing bubble. That’s a story we’re used to hearing about the frenzied housing markets of coastal suburbs such as Orange County and Long Island. But this house wasn’t far from wher",193
tjwds,32423988,3,1660216118,Wikipedia’s Credibility Is Toast,https://wikipediocracy.com/2022/08/11/wikipedias-credibility-is-toast/,An appropriate representation of the requested resource could not be found on this server. This error was generated by Mod_Security.,Hacker News,66969920,Title: Wikipedia’s Credibility Is Toast; Content: An appropriate representation of the requested resource could not be found on this server. This error was generated by Mod_Security.,38
brudgers,32392070,97,1659998719,To speak meaningfully about art,https://medium.com/luminasticity/to-speak-meaningfully-about-art-329093dbce7f,"luminasticity To be able to speak meaningfully about any art you must be able to order that art into at least four categories, these are If you cannot do this you will never have anything worthwhile to say about a work of art, at the most you will be able to tell people what you like, and that can be helpful to them because they will know what music to buy you, or if they have similar tastes to yours they will be able to buy books for themselves based on your recommendation. But in conversation you will be unable to speak with others who do not share your tastes, you will be unable to defend these tastes beyond asserting that you like what you like, and you will be unable to understand the weakness in what you like because what you like is good, and what you do not like is not good, and th",Hacker News,17843441,"Title: To speak meaningfully about art; Content: luminasticity To be able to speak meaningfully about any art you must be able to order that art into at least four categories, these are If you cannot do this you will never have anything worthwhile to say about a work of art, at the most you will be able to tell people what you like, and that can be helpful to them because they will know what music to buy you, or if they have similar tastes to yours they will be able to buy books for themselves based on your recommendation. But in conversation you will be unable to speak with others who do not share your tastes, you will be unable to defend these tastes beyond asserting that you like what you like, and you will be unable to understand the weakness in what you like because what you like is good, and what you do not like is not good, and th",179
carride,32411493,1073,1660137834,Man who built ISP instead of paying Comcast $50K expands to hundreds of homes,https://arstechnica.com/tech-policy/2022/08/man-who-built-isp-instead-of-paying-comcast-50k-expands-to-hundreds-of-homes/,"Front page layout Site theme Sign up or login to join the discussions! 
 
    -   
 Jared Mauch, the Michigan man who built a fiber-to-the-home Internet provider because he couldn't get good broadband service from AT&T or Comcast, is expanding with the help of $2.6 million in government money. When we  , he was providing service to about 30 rural homes including his own with his ISP, Washtenaw Fiber Properties LLC. Mauch now has about 70 customers and will extend his network to nearly 600 more properties with money from the American Rescue Plan's  , he told Ars in a phone interview in mid-July. The US government allocated Washtenaw County   for a variety of infrastructure projects, and the county   to broadband. The county conducted a broadband study before the pandemic to identify unserve",Hacker News,12377675,"Title: Man who built ISP instead of paying Comcast $50K expands to hundreds of homes; Content: Front page layout Site theme Sign up or login to join the discussions! 
 
    -   
 Jared Mauch, the Michigan man who built a fiber-to-the-home Internet provider because he couldn't get good broadband service from AT&T or Comcast, is expanding with the help of $2.6 million in government money. When we  , he was providing service to about 30 rural homes including his own with his ISP, Washtenaw Fiber Properties LLC. Mauch now has about 70 customers and will extend his network to nearly 600 more properties with money from the American Rescue Plan's  , he told Ars in a phone interview in mid-July. The US government allocated Washtenaw County   for a variety of infrastructure projects, and the county   to broadband. The county conducted a broadband study before the pandemic to identify unserve",202
samclemens,32410286,53,1660131403,An artist who hooked British rock royalty on her revolutionary crochet (2021),https://www.collectorsweekly.com/articles/the-swedish-artist-who-hooked-british-rock-royalty-on-crochet/,"
  —
						 
 Eric Clapton, wearing a crocheted “100% Birgitta” jacket by Birgitta Bjerke, performs with John Lennon during “The Rolling Stones’ Rock and Roll Circus,” December 11, 1968. (Photo by Jeff Hochberg/Getty Images) On December 11, 1968, Eric Clapton stepped onto a low stage inside Intertel (V.T.R. Services) Studio north of London to play a few tunes with John Lennon and Keith Richards; the occasion was the taping of “The Rolling Stones Rock and Roll Circus” for the BBC. At the time, Clapton was the most revered electric guitarist in rock, even amid the incendiary ascendancy of Jimi Hendrix. A few weeks earlier, Clapton had performed his last two shows as a member of Cream at the prestigious Royal Albert Hall, and by the summer of 1969, he would team up with Steve Winwood of Traff",Hacker News,54991992,"Title: An artist who hooked British rock royalty on her revolutionary crochet (2021); Content: 
  —
						 
 Eric Clapton, wearing a crocheted “100% Birgitta” jacket by Birgitta Bjerke, performs with John Lennon during “The Rolling Stones’ Rock and Roll Circus,” December 11, 1968. (Photo by Jeff Hochberg/Getty Images) On December 11, 1968, Eric Clapton stepped onto a low stage inside Intertel (V.T.R. Services) Studio north of London to play a few tunes with John Lennon and Keith Richards; the occasion was the taping of “The Rolling Stones Rock and Roll Circus” for the BBC. At the time, Clapton was the most revered electric guitarist in rock, even amid the incendiary ascendancy of Jimi Hendrix. A few weeks earlier, Clapton had performed his last two shows as a member of Cream at the prestigious Royal Albert Hall, and by the summer of 1969, he would team up with Steve Winwood of Traff",231
mitchbob,32416815,88,1660157769,The Case for Degrowth,https://www.lrb.co.uk/the-paper/v44/n16/geoff-mann/reversing-the-freight-train,"London Review of Books In the latest issue: More search Options Browse by Subject ​ how to talk about modern economies without talking about growth: productivity, entrepreneurial ‘risk-taking’ and the profit-driven cycle of expansion and accumulation. Economic growth is understood to be a natural or automatic process, its absence taken as evidence that we must somehow have got in its way. The purpose of economic policymaking is, accordingly, presented as a matter of loosening the ‘fetters’ on growth, as if the economy were a wealth-generating beast, always raring to go, if only we’d let it. Given all this, it may come as a surprise to learn that the analysis of ‘economic growth’ in its contemporary sense is a relatively recent development. Some will say that Adam Smith was the first theori",Hacker News,64900627,"Title: The Case for Degrowth; Content: London Review of Books In the latest issue: More search Options Browse by Subject ​ how to talk about modern economies without talking about growth: productivity, entrepreneurial ‘risk-taking’ and the profit-driven cycle of expansion and accumulation. Economic growth is understood to be a natural or automatic process, its absence taken as evidence that we must somehow have got in its way. The purpose of economic policymaking is, accordingly, presented as a matter of loosening the ‘fetters’ on growth, as if the economy were a wealth-generating beast, always raring to go, if only we’d let it. Given all this, it may come as a surprise to learn that the analysis of ‘economic growth’ in its contemporary sense is a relatively recent development. Some will say that Adam Smith was the first theori",182
gregsadetsky,32416556,37,1660156583,Fucked Up Mockups,https://fockups.com/,"
					F*cked up mockups				 All rights reserved",Hacker News,85727381,"Title: Fucked Up Mockups; Content: 
					F*cked up mockups				 All rights reserved",31
alberto_ol,32411769,83,1660138964,We thank Miss Mary Tsingou (2020),https://www.lanl.gov/discover/publications/national-security-science/2020-winter/mary-tsingou.shtml,"Related Resources Resources 
                        A half-century after being mentioned in the footnote of a seminal physics paper, one of the Laboratory’s first computer programmers gets the recognition she deserves.
                     , Los Alamos Scientific Laboratory published the paper “Studies of Nonlinear Problems,” which detailed the methods and results of a mathematical physics simulation run on the MANIAC, the Laboratory’s first electronic computer. The scientists who wrote the paper—Enrico Fermi, John Pasta, and Stanislaw Ulam—were quickly recognized for the remarkable simulation, which came to be called the Fermi-Pasta-Ulam (FPU) problem. In a footnote, the authors wrote, “We thank Miss Mary Tsingou for efficient coding of the problems and for running the computations on th",Hacker News,90592736,"Title: We thank Miss Mary Tsingou (2020); Content: Related Resources Resources 
                        A half-century after being mentioned in the footnote of a seminal physics paper, one of the Laboratory’s first computer programmers gets the recognition she deserves.
                     , Los Alamos Scientific Laboratory published the paper “Studies of Nonlinear Problems,” which detailed the methods and results of a mathematical physics simulation run on the MANIAC, the Laboratory’s first electronic computer. The scientists who wrote the paper—Enrico Fermi, John Pasta, and Stanislaw Ulam—were quickly recognized for the remarkable simulation, which came to be called the Fermi-Pasta-Ulam (FPU) problem. In a footnote, the authors wrote, “We thank Miss Mary Tsingou for efficient coding of the problems and for running the computations on th",226
gumby,32409102,239,1660119133,The strength of the strong force,https://phys.org/news/2022-08-strength-strong.html,"Your browser sent an invalid request.
 We highly recommend setting a meaningful User-Agent header.
",Hacker News,76324546,"Title: The strength of the strong force; Content: Your browser sent an invalid request.
 We highly recommend setting a meaningful User-Agent header.
",33
andriodsheep,32420205,10,1660178157,Superlattices Could Make Bulky Capacitors Obsolete,https://spectrum.ieee.org/antiferroelectric,"IEEE websites place cookies on your device to give you the best user experience. By using our websites, you agree to the placement of these cookies. To learn more, read our Privacy Policy. Researchers hope artificial antiferroelectric capacitors could help miniaturize electronics further In artificial antiferroelectric structures, electric dipoles are normally arranged in ways that lead to zero electric polarization. One roadblock to shrinking present-day electronics is the relatively large size of their capacitors. Now scientists have developed new ""superlattices"" that might help build capacitors as small as one-hundredth the size of conventional ones. Whereas   store energy in chemical form,   store energy in an electric field. Batteries typically possess greater energy densities than ca",Hacker News,94128681,"Title: Superlattices Could Make Bulky Capacitors Obsolete; Content: IEEE websites place cookies on your device to give you the best user experience. By using our websites, you agree to the placement of these cookies. To learn more, read our Privacy Policy. Researchers hope artificial antiferroelectric capacitors could help miniaturize electronics further In artificial antiferroelectric structures, electric dipoles are normally arranged in ways that lead to zero electric polarization. One roadblock to shrinking present-day electronics is the relatively large size of their capacitors. Now scientists have developed new ""superlattices"" that might help build capacitors as small as one-hundredth the size of conventional ones. Whereas   store energy in chemical form,   store energy in an electric field. Batteries typically possess greater energy densities than ca",174
Digit-Al,32410096,61,1660129569,What are you supposed to do with old clothes?,https://www.theatlantic.com/technology/archive/2022/08/what-to-do-with-old-clothing-donation-waste/671043/,"There are no good solutions to the problems of closet clean-out. In February, I ran out of hangers. The occasion was not exactly unforeseen—for at least a year, I had been rearranging the deck chairs on my personal-storage Titanic in an attempt to forestall the inevitable. I loaded two or three tank tops or summer dresses onto a single hanger. I carefully refolded everything in my dresser drawers to max out their capacity. I left the things I wore most frequently on a bedroom chair instead of wedging them into my closet. I didn’t buy anything new unless I absolutely needed it. Eventually, though, I did need some things, and I didn’t have anywhere to put them. Realizing you’ve exceeded the bounds of your closet is a low-grade domestic humiliation that’s become familiar to many Americans. On",Hacker News,92353439,"Title: What are you supposed to do with old clothes?; Content: There are no good solutions to the problems of closet clean-out. In February, I ran out of hangers. The occasion was not exactly unforeseen—for at least a year, I had been rearranging the deck chairs on my personal-storage Titanic in an attempt to forestall the inevitable. I loaded two or three tank tops or summer dresses onto a single hanger. I carefully refolded everything in my dresser drawers to max out their capacity. I left the things I wore most frequently on a bedroom chair instead of wedging them into my closet. I didn’t buy anything new unless I absolutely needed it. Eventually, though, I did need some things, and I didn’t have anywhere to put them. Realizing you’ve exceeded the bounds of your closet is a low-grade domestic humiliation that’s become familiar to many Americans. On",195
radicalbyte,32410075,118,1660129335,The mechanics of a sophisticated phishing scam and how we stopped it,https://blog.cloudflare.com/2022-07-sms-phishing-attacks,"Please stand by, while we are checking your browser... Redirecting... Please enable Cookies and reload the page. Completing the CAPTCHA proves you are a human and gives you temporary access to the web property. If you are on a personal connection, like at home, you can run an anti-virus scan on your device to make sure it is not infected with malware. If you are at an office or shared network, you can ask the network administrator to run a scan across the network looking for misconfigured or infected devices. 
 
 
 
 
",Hacker News,55404706,"Title: The mechanics of a sophisticated phishing scam and how we stopped it; Content: Please stand by, while we are checking your browser... Redirecting... Please enable Cookies and reload the page. Completing the CAPTCHA proves you are a human and gives you temporary access to the web property. If you are on a personal connection, like at home, you can run an anti-virus scan on your device to make sure it is not infected with malware. If you are at an office or shared network, you can ask the network administrator to run a scan across the network looking for misconfigured or infected devices. 
 
 
 
 
",138
fxtentacle,32409966,205,1660128341,Show HN: State-of-the-art German speech recognition in 284 lines of C++,https://github.com/DeutscheKI/tevr-asr-tool,"
        State-of-the-art (ranked #1 Aug 2022) German Speech Recognition in 284 lines of C++. This is a 100% private 100% offline 100% free CLI tool.
       
        Use Git or checkout with SVN using the web URL.
     
      Work fast with our official CLI.
       .
     
    If nothing happens,   and try again.
   
    If nothing happens,   and try again.
   
    If nothing happens,   and try again.
   Your codespace will open once ready. There was a problem preparing your codespace, please try again. In August 2022, we ranked
 
with a 3.64% word error rate.
Accordingly, the performance of this tool is considered to be
the best of what's currently possible
in German speech recognition:
 
load the WAV file.
 
execute the acoustic AI model.
 
convert the predicted token logits into string ",Hacker News,12590703,"Title: Show HN: State-of-the-art German speech recognition in 284 lines of C++; Content: 
        State-of-the-art (ranked #1 Aug 2022) German Speech Recognition in 284 lines of C++. This is a 100% private 100% offline 100% free CLI tool.
       
        Use Git or checkout with SVN using the web URL.
     
      Work fast with our official CLI.
       .
     
    If nothing happens,   and try again.
   
    If nothing happens,   and try again.
   
    If nothing happens,   and try again.
   Your codespace will open once ready. There was a problem preparing your codespace, please try again. In August 2022, we ranked
 
with a 3.64% word error rate.
Accordingly, the performance of this tool is considered to be
the best of what's currently possible
in German speech recognition:
 
load the WAV file.
 
execute the acoustic AI model.
 
convert the predicted token logits into string ",285
todsacerdoti,32422082,113,1660197574,There aren't that many uses for blockchains,https://calpaterson.com/blockchain.html,"  
   A criteria for judging when a
            blockchain is applicable A common saying among those who are into their crypto is that ""the real
            innovation isn't Bitcoin, but the  "". Blockchains are
            increasingly popular. At some point using a blockchain stopped being called
            just 'blockchain technology' and started to be called  . The implication being that
            blockchains have such wide applicability that they will come to displace
            the existing web as we know it now. But blockchains aren't a general purpose technology: they have very
            limited and specific use-cases. And instead of decentralised currencies
            being just the first use-case of many they might be one of only a few. Blockchains are best thought of as da",Hacker News,43789833,"Title: There aren't that many uses for blockchains; Content:   
   A criteria for judging when a
            blockchain is applicable A common saying among those who are into their crypto is that ""the real
            innovation isn't Bitcoin, but the  "". Blockchains are
            increasingly popular. At some point using a blockchain stopped being called
            just 'blockchain technology' and started to be called  . The implication being that
            blockchains have such wide applicability that they will come to displace
            the existing web as we know it now. But blockchains aren't a general purpose technology: they have very
            limited and specific use-cases. And instead of decentralised currencies
            being just the first use-case of many they might be one of only a few. Blockchains are best thought of as da",256
thesecretceo,32419129,140,1660169952,Disney surpasses Netflix in global paid streaming subscribers,https://www.axios.com/2022/08/10/disney-surpasses-netflix-global-paid-subscribers,"Disney's stock spiked nearly 4% in after-hours trading Wednesday after the entertainment giant said it added 14.4 million Disney+ subscribers, blowing past Wall Street expectations.  Disney now has more than 221 million total subscriptions across all of its subscription streaming offerings globally,  , which reported 220.7 million global subscribers last quarter, after losing nearly 1 million subscribers compared to the previous quarter.   The company also beat expectations for its revenues and profits, thanks to strong results in its theme parks division.   Disney also announced a new pricing structure to support its new ad-supported tier, which is slated to debut in the U.S. on Dec. 8.  : It's been a tumultuous year for streaming companies that are beginning to see slowed momentum coming",Hacker News,34958068,"Title: Disney surpasses Netflix in global paid streaming subscribers; Content: Disney's stock spiked nearly 4% in after-hours trading Wednesday after the entertainment giant said it added 14.4 million Disney+ subscribers, blowing past Wall Street expectations.  Disney now has more than 221 million total subscriptions across all of its subscription streaming offerings globally,  , which reported 220.7 million global subscribers last quarter, after losing nearly 1 million subscribers compared to the previous quarter.   The company also beat expectations for its revenues and profits, thanks to strong results in its theme parks division.   Disney also announced a new pricing structure to support its new ad-supported tier, which is slated to debut in the U.S. on Dec. 8.  : It's been a tumultuous year for streaming companies that are beginning to see slowed momentum coming",168
wishfish,32416424,494,1660156035,OnlyFans bribed Meta to put porn stars on terror watchlist: lawsuits,https://nypost.com/2022/08/09/onlyfans-bribed-meta-to-put-thousands-of-porn-stars-on-terror-watchlist-suits-claim/,"
   
 
 
 
		Thanks for contacting us. We've received your submission.	 OnlyFans squashed competitors in the online porn industry with the help of a bizarre scheme that bribed Meta employees to throw thousands of porn stars onto a terrorist watchlist, according to a group of explosive lawsuits.  Adult performers who sold X-rated photos and videos on rival sites saw their Instagram accounts falsely tagged as containing terrorist content — crippling their ability to promote their business and devastating their incomes, according to the suits.  Sellers of smutty pictures were then “shadowbanned” across Instagram, Facebook, YouTube, Twitter and other sites, the suits allege. Targeted accounts also included businesses, celebrities, influencers and others who “have nothing to do with terrorism,”",Hacker News,28202288,"Title: OnlyFans bribed Meta to put porn stars on terror watchlist: lawsuits; Content: 
   
 
 
 
		Thanks for contacting us. We've received your submission.	 OnlyFans squashed competitors in the online porn industry with the help of a bizarre scheme that bribed Meta employees to throw thousands of porn stars onto a terrorist watchlist, according to a group of explosive lawsuits.  Adult performers who sold X-rated photos and videos on rival sites saw their Instagram accounts falsely tagged as containing terrorist content — crippling their ability to promote their business and devastating their incomes, according to the suits.  Sellers of smutty pictures were then “shadowbanned” across Instagram, Facebook, YouTube, Twitter and other sites, the suits allege. Targeted accounts also included businesses, celebrities, influencers and others who “have nothing to do with terrorism,”",188
pepys,32402373,134,1660071529,Archaeologists rebury ‘first-of-its-kind’ Roman villa,https://www.smithsonianmag.com/smart-news/archaeologists-rebury-first-of-its-kind-roman-villa-180980535/,"Sections The ruins were originally uncovered in Scarborough, England, last year 
        
        
          Molly Enking
        
         Ruins of a sprawling ancient Roman villa discovered in the United Kingdom have been reburied, just one year after their discovery was announced. , a government preservation organization, hopes the move will safeguard the “first-of-its-kind” archeological site for future generations, reports  . The discovery last year delighted experts, who underscored its historical significance. “These archaeological remains are a fantastic find and are far more than we ever dreamed of discovering at this site,” said Keith Emerick, inspector of ancient monuments at Historic England, in a   last year. “They are already giving us a better knowledge and understanding of ",Hacker News,58684685,"Title: Archaeologists rebury ‘first-of-its-kind’ Roman villa; Content: Sections The ruins were originally uncovered in Scarborough, England, last year 
        
        
          Molly Enking
        
         Ruins of a sprawling ancient Roman villa discovered in the United Kingdom have been reburied, just one year after their discovery was announced. , a government preservation organization, hopes the move will safeguard the “first-of-its-kind” archeological site for future generations, reports  . The discovery last year delighted experts, who underscored its historical significance. “These archaeological remains are a fantastic find and are far more than we ever dreamed of discovering at this site,” said Keith Emerick, inspector of ancient monuments at Historic England, in a   last year. “They are already giving us a better knowledge and understanding of ",220
unripe_syntax,32394994,60,1660028468,Justin Kan: Web3 games don’t need to lure players with profit,https://techcrunch.com/2022/08/08/twitch-founder-justin-kan-on-crypto-web3-video-games-business-model-profit-play-to-earn/,,Hacker News,53080967,Title: Justin Kan: Web3 games don’t need to lure players with profit; Content: ,22
